Facility Name,City,State,Zip Code,Address,County,Latitude,Longitude,Primary NAICS Code,Industry Type (subparts),Industry Type (sectors),Total reported direct emissions,emission_types
MORNING STAR PACKING CO (Williams),WILLIAMS,California,95987,2211 OLD HWY 99,COLUSA COUNTY,39.1264,-122.1251,311421,C,Other,115899.564,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion
MORRIS FARM LANDFILL,HILLSBORO,Alabama,35643,4 COUNTY ROAD 418,LAWRENCE COUNTY,34.703571,-87.201836,562212,"C,HH",Waste,24728.95,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Stationary Combustion<br>Municipal Landfills
MORRISON COUNTY LANDFILL,LITTLE FALLS,Minnesota,56345,COUNTY ROAD 35,MORRISON COUNTY,45.93146,-94.351997,562212,"C,HH",Waste,18225.6,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Stationary Combustion<br>Municipal Landfills
MORTON SALT,MANISTEE,Michigan,49660,180 SIXTH STREET,MANISTEE COUNTY,44.24073,-86.31005,311942,C,Other,97490.58,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion
"MORTON SALT, INC.",SILVER SPRINGS,New York,14550,45 RIBAUD AVENUE EAST,WYOMING COUNTY,42.657389,-78.076111,311942,C,Other,53217.0,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion
"MORTON SALT, INC.",RITTMAN,Ohio,44270,151 SOUTH INDUSTRIAL STREET,WAYNE COUNTY,40.976821,-81.775437,325998,C,Chemicals,80346.748,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion
MOST INC,TROY,Missouri,63379,50 CHERRY BLOSSOM WAY,LINCOLN COUNTY,38.962791,-90.971733,331314,C,Metals,26621.5,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion
MOTIVA ENTERPRISES LLC,PORT ARTHUR,Texas,77640,2555 SAVANNAH AVE,JEFFERSON COUNTY,29.883333,-93.958333,324110,"C,MM-REF,Y","Petroleum Product Suppliers,Refineries",4916965.346,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion<br>Petroleum Refining
MOUNT CARBERRY LANDFILL,BERLIN,New Hampshire,3570,OFF HUTCHINS ST,COOS COUNTY,44.4571,-71.1483,562212,"C,HH",Waste,45144.1,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Stationary Combustion<br>Municipal Landfills
MOUNT SINAI HOSPITAL,NEW YORK CITY,New York,10029,ONE GUSTAVE L LEVY PLACE,NEW YORK COUNTY,40.78921,-73.95482,622110,C,Other,48259.066,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion
MOUNT VERNON MILLS INC APPAREL FABRICS DIV,TRION,Georgia,30753,91 FOURTH STREET,CHATTOOGA COUNTY,34.5477,-85.3112,313210,C,Other,44525.068,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion
MOUNTAIN CEMENT CO,LARAMIE,Wyoming,82070,5 SAND CREEK ROAD,ALBANY COUNTY,41.26109,-105.60319,327310,H,Minerals,502250.478,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Cement Production
MOUNTAIN STATE CARBON,FOLLANSBEE,West Virginia,26037,1851 MAIN ST,BROOKE COUNTY,40.34361,-80.60667,324199,"C,Q",Metals,235779.064,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion<br>Iron and Steel Production
MOUNTAINVIEW SANITARY LANDFILL,FROSTBURG,Maryland,21532,13300 NEW GEORGES CREEK RD SW,ALLEGANY COUNTY,39.607222,-78.921944,562212,"C,HH",Waste,8635.45,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Stationary Combustion<br>Municipal Landfills
MP 153 B (Complex ID # 20341),Offshore,Louisiana,0,,,29.117396,-88.844508,211120,"C,W-OFFSH",Petroleum and Natural Gas Systems,10317.464,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion<br>Petroleum and Natural Gas Systems – Offshore Production
MP 252 A/B,Offshore,Alabama,0,,,29.360893,-87.885833,211120,"C,W-OFFSH",Petroleum and Natural Gas Systems,11465.152,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion<br>Petroleum and Natural Gas Systems – Offshore Production
MP 289 C (Complex ID # 23494),Offshore,Louisiana,0,,,29.248498,-88.441404,211120,"C,W-OFFSH",Petroleum and Natural Gas Systems,8894.872,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion<br>Petroleum and Natural Gas Systems – Offshore Production
MP 296 B (Complex ID # 22749),Offshore,Louisiana,0,,,29.233588,-88.664945,211120,"C,W-OFFSH",Petroleum and Natural Gas Systems,4757.974,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion<br>Petroleum and Natural Gas Systems – Offshore Production
MP 310 A (Complex ID # 23083),Offshore,Louisiana,0,,,29.187455,-88.683422,211120,"C,W-OFFSH",Petroleum and Natural Gas Systems,15994.752,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion<br>Petroleum and Natural Gas Systems – Offshore Production
MP 311 B (Complex ID # 22523),Offshore,Louisiana,0,,,29.1834,-88.736894,211120,"C,W-OFFSH",Petroleum and Natural Gas Systems,14874.7,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion<br>Petroleum and Natural Gas Systems – Offshore Production
MP Mine Operations LLC,Mountain Pass,California,92366,67750 Bailey Road,SAN BERNARDINO COUNTY,35.47129,-115.52864,212299,C,Other,5909.174,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion
MPM SILICONES LLC,FRIENDLY,West Virginia,26146,10851 ENERGY HIGHWAY,TYLER COUNTY,39.491598,-81.068842,325199,C,Chemicals,33236.07,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion
MT JEWETT COMPLEX,KANE,Pennsylvania,16735,149 Temple Drive,MCKEAN COUNTY,41.7,-78.48,321219,C,Other,34336.72,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion
MUNDY LANDFILL,MANSFIELD,Louisiana,71052,2712 HWY 84 EAST,DE SOTO PARISH,32.057376,-93.590889,562212,HH,Waste,102157.25,Total reported direct emissions<br>Methane (CH4) emissions <br>Municipal Landfills
MURRAY COUNTY LANDFILL,CHATSWORTH,Georgia,30705,6585 US HWY 411 SOUTH,MURRAY COUNTY,34.6802,-84.7351,562212,HH,Waste,53089.0,Total reported direct emissions<br>Methane (CH4) emissions <br>Municipal Landfills
MUSKEGON COUNTY SOLID WASTE FACILITY,RAVENNA,Michigan,49451,9366 APPLE AVE,MUSKEGON COUNTY,43.235238,-86.01343,562212,"C,HH",Waste,66035.2,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Stationary Combustion<br>Municipal Landfills
MUSKOGEE COMMUNITY LNDFLL,MUSKOGEE,Oklahoma,74401,2801 S 54TH ST W,MUSKOGEE COUNTY,35.71785,-95.42943,562212,HH,Waste,105626.0,Total reported direct emissions<br>Methane (CH4) emissions <br>Municipal Landfills
MW Custom Paper LLC- Holston Landfill,Blountville,Tennessee,37617,1631 Highway 75,SULLIVAN COUNTY,36.507018,-82.39289,322121,TT,Waste,22786.0,Total reported direct emissions<br>Methane (CH4) emissions <br>Industrial Waste Landfills
MW Custom Paper LLC- Paint St Landfill,Chillicothe,Ohio,45601,,ROSS COUNTY,39.2508,-82.992,322121,TT,Waste,22270.0,Total reported direct emissions<br>Methane (CH4) emissions <br>Industrial Waste Landfills
"MW/MB, LLC",Clarksville,Tennessee,37040,1900 Corporate Parkway Boulevard,MONTGOMERY COUNTY,36.59803,-87.26594,327212,"C,N",Minerals,27593.184,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion<br>Glass Production
Macheche Combustion Turbine,Dededo,GU,96929,"Lot 10142, Harmon Loop Road (Route 27)",,13.51077,144.826955,221112,C,Power Plants,45829.008,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion
Macksville Compressor Station,Macksville,Kansas,67557,145 F Road,PAWNEE COUNTY,38.0728428,-98.9680427999999,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,40666.768,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion<br>Petroleum and Natural Gas Systems – Transmission/Compression
Macland Disposal Center Commercial and Industrial Landfill,Moss Point,Mississippi,39552,11300 Hwy 63,JACKSON COUNTY,30.50615,-88.53594,562212,HH,Waste,125762.0,Total reported direct emissions<br>Methane (CH4) emissions <br>Municipal Landfills
Macon Bibb Walker Road MSWL,MACON,Georgia,31210,920 11th Street,BIBB COUNTY,32.822514,-83.618969,562212,HH,Waste,52943.25,Total reported direct emissions<br>Methane (CH4) emissions <br>Municipal Landfills
Macon LNG,Macon,Georgia,31217,258 Henderson Road,JONES COUNTY,32.896329,-83.51389,221210,"C,W-LNGSTG","Other,Petroleum and Natural Gas Systems",18757.23,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion<br>Petroleum and Natural Gas Systems – LNG Storage
"Mad Dog. MMS Platform ID 02481, Complex ID 1215-1",Offshore,Louisiana,0,,,27.1886444444,-90.2687475,211120,"C,W-OFFSH",Petroleum and Natural Gas Systems,103243.422,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion<br>Petroleum and Natural Gas Systems – Offshore Production
Maddox,HOBBS,New Mexico,88240,9M W OF HOBBS ON HWY 62/180,Lea,32.7131,-103.31,221112,"C,D",Power Plants,433937.084,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion<br>Electricity Generation
Madill Plant,Madill,Oklahoma,73446,10 Miles E. of Madill on Hwy 199,MARSHALL COUNTY,34.08406,-96.58888,211130,"C,W-PROC",Petroleum and Natural Gas Systems,28384.904,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion<br>Petroleum and Natural Gas Systems – Processing
Madison Generating Station,TRENTON,Ohio,45067,5657 KENNEL RD,Butler,39.4522,-84.465,221112,D,Power Plants,219329.488,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Electricity Generation
MagRetech LLC,Bellevue,Ohio,44811,301 Count Road 177,SANDUSKY COUNTY,41.28298,-82.88773,331492,"C,T",Metals,70169.913,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>HFC emissions<br>SF6 emissions <br>Stationary Combustion<br>Magnesium Production
Magic Valley Generating Station,EDINBURG,Texas,78539,3333 N MCCOLL RD,Hidalgo,26.3403,-98.19,221112,D,Power Plants,1241960.296,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Electricity Generation
Magnet Cove Generating Station,MALVERN,Arkansas,72104,410 HENDERSON ROAD,Hot Spring,34.4304,-92.8333,221112,D,Power Plants,657260.364,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Electricity Generation
Magnitude 7 Metals LLC,Marston,Missouri,63866,391 St. Jude Industrial Park,NEW MADRID COUNTY,36.510698,-89.564834,331313,"C,F",Metals,519984.176,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>PFC emissions<br>Stationary Combustion<br>Aluminum Production
Magnolia,BURBANK,California,91502,164 WEST MAGNOLIA BOULEVARD,Los Angeles,34.1788,-118.3153,221112,"C,D",Power Plants,541925.392,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion<br>Electricity Generation
Magnolia Amine Plant,Ringgold,Louisiana,71068,5052 Highway 371,BIENVILLE PARISH,32.267848,-93.298611,213112,"C,W-PROC",Petroleum and Natural Gas Systems,312696.928,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion<br>Petroleum and Natural Gas Systems – Processing
Magnolia Facility,ASHLAND,Mississippi,38603,352 HIGHWAY 4 WEST,Benton,34.8358,-89.2017,221112,"C,D",Power Plants,2148172.663,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion<br>Electricity Generation
"Magnolia LNG, LLC",Lake Charles,Louisiana,70605,3930 Henry Pugh Blvd,CALCASIEU PARISH,30.10391,-93.301505,221210,"C,W-LNGIE",Petroleum and Natural Gas Systems,0.0,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Stationary Combustion<br>Petroleum and Natural Gas Systems – LNG Import/Export
Magnolia Landfill,Monroe,Louisiana,71213,,OUACHITA PARISH,32.478456,-91.991875,562212,"C,HH",Waste,28450.5,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Stationary Combustion<br>Municipal Landfills
Main Pass 300 B,Covington,Louisiana,70433,,ST. TAMMANY PARISH,29.1549,-88.4654,211130,"C,W-OFFSH",Petroleum and Natural Gas Systems,32160.892,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion<br>Petroleum and Natural Gas Systems – Offshore Production
Main Pass 41 B O BB,Offshore,Louisiana,0,,,29.3999,-88.9697,211130,"C,W-OFFSH",Petroleum and Natural Gas Systems,65927.48,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion<br>Petroleum and Natural Gas Systems – Offshore Production
Main Pass 42 D L M,Offshore,Louisiana,0,,,29.4007,-89.0349,211130,"C,W-OFFSH",Petroleum and Natural Gas Systems,48634.046,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion<br>Petroleum and Natural Gas Systems – Offshore Production
Main Pass 61B Platform,Offshore,Louisiana,0,,,29.2976,-88.9205,211120,"C,W-OFFSH",Petroleum and Natural Gas Systems,15556.414,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion<br>Petroleum and Natural Gas Systems – Offshore Production
Maine Independence Station,VEAZIE,Maine,4401,125 SHORE ROAD,Penobscot,44.8236,-68.7106,221112,"C,D",Power Plants,78207.96,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion<br>Electricity Generation
Mainline Compressor Station,Bryceland,Louisiana,71008,"HWY 9, W 2.7 MI S OF Bryceland",,32.410321,-92.981498,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,16020.95,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion<br>Petroleum and Natural Gas Systems – Transmission/Compression
Majorsville Gas Plant,Dallas,West Virginia,26036,1700 Majorsville Road,MARSHALL COUNTY,39.96334,-80.51943,211130,"C,NN-FRAC,W-PROC","Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems",144460.724,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion<br>Petroleum and Natural Gas Systems – Processing
Makena Gas Plant,Briggsdale,Colorado,80611,,WELD COUNTY,40.630148,-104.260187,237120,"C,W-PROC",Petroleum and Natural Gas Systems,37509.632,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion<br>Petroleum and Natural Gas Systems – Processing
"Malaga Power, LLC",FRESNO,California,93725,2611 E NORTH AVE,Fresno,36.6894,-119.7399,926130,D,Power Plants,7200.072,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Electricity Generation
Malburg Generating Station,VERNON,California,90058,2715 WEST 50TH ST,Los Angeles,33.9983,-118.2219,221112,D,Power Plants,274393.284,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Electricity Generation
Maljamar Gas Plant,Maljamar,New Mexico,88264,1001 Conoco Road,LEA COUNTY,32.813792,-103.771877,211130,"C,UU,W-PROC","Injection of CO2,Petroleum and Natural Gas Systems",58329.272331031396,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion<br>Petroleum and Natural Gas Systems – Processing
Mallet CO2 Recovery Plant,Sundown,Texas,79372,,HOCKLEY COUNTY,33.46028,-102.56333,211120,"C,W-PROC",Petroleum and Natural Gas Systems,68679.182,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion<br>Petroleum and Natural Gas Systems – Processing
Malteurop North America Inc,Milwaukee,Wisconsin,53215,3830 W Grant St,MILWAUKEE COUNTY,43.00472,-87.96155,311213,C,Other,8589.068,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion
Malteurop North America Inc,Great Falls,Montana,59404,2800 Great Bear Avenue,CASCADE COUNTY,47.535981,-111.412452,311213,C,Other,27301.148,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion
Manatee,PARRISH,Florida,34219,19050 STATE ROAD 62,Manatee,27.6058,-82.3456,221112,D,Power Plants,4041430.048,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Electricity Generation
Manchester Street,PROVIDENCE,Rhode Island,2903,40 POINT ST,Providence,41.8167,-71.4042,221112,"C,D",Power Plants,732256.477,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion<br>Electricity Generation
Manchief Generating Station,BRUSH,Colorado,80723,14936 COUNTY ROAD 24,Morgan,40.2201,-103.679,221112,"C,D",Power Plants,267561.008,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion<br>Electricity Generation
Manitowoc,MANITOWOC,Wisconsin,54220,701 Columbus Street,Manitowoc,44.082,-87.6558,221112,"C,D",Power Plants,134187.484,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Biogenic CO2 emissions (metric tons)<br>Stationary Combustion<br>Electricity Generation
